"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW","GREENLINK_FLOW"
"2025-01-22",41,39809,40710,36219,374,6606,0,18720,0,6,242,996,992,1,-295,83,999,1397,0,697,69
"2025-01-22",42,38275,39349,34862,386,6606,0,18720,0,9,135,996,992,1,-430,-35,999,1398,0,697,211
"2025-01-22",43,36956,38119,33648,404,6606,0,18720,0,12,105,995,992,1,-428,-123,999,1397,0,697,250
"2025-01-22",44,35091,36387,32033,422,6606,0,18720,0,9,-255,996,992,1,-451,-236,999,1398,0,697,242
"2025-01-22",45,33407,34604,30451,458,6606,0,18720,0,7,-343,996,992,1,-448,-142,881,1397,0,697,132
"2025-01-22",46,31561,32852,28731,493,6606,0,18720,0,9,-373,996,992,0,-451,-231,877,1397,0,697,15
"2025-01-22",47,29748,31112,26893,519,6606,0,18720,0,11,-134,996,992,0,-384,-369,995,1398,0,697,5
"2025-01-22",48,28422,29842,25659,545,6606,0,18720,0,12,-17,996,992,1,-302,-506,999,1398,0,697,5
"2025-01-23",1,28453,30237,25743,594,6606,0,18720,0,352,71,996,992,1,-302,-530,999,1398,0,697,5
"2025-01-23",2,28829,30799,26170,643,6606,0,18720,0,592,126,996,992,1,-302,-476,999,1398,0,697,5
"2025-01-23",3,28484,30624,25850,696,6606,0,18720,0,913,171,996,992,1,-301,-326,999,1398,0,697,5
"2025-01-23",4,27970,30004,25351,749,6606,0,18720,0,949,230,996,992,0,-302,-183,999,1398,0,697,5
"2025-01-23",5,27227,29429,24651,814,6606,0,18720,0,1190,367,996,992,1,-233,-179,999,1398,0,697,5
"2025-01-23",6,26795,28699,24269,879,6606,0,18720,0,1132,334,996,992,1,-124,-48,999,1397,0,697,5
"2025-01-23",7,26573,28474,24065,969,6606,0,18720,0,1218,380,996,992,1,-83,0,999,1397,0,697,5
"2025-01-23",8,26131,27921,23600,1059,6606,0,18720,0,1116,385,996,991,1,-74,52,999,1397,0,697,5
"2025-01-23",9,25834,27711,23347,1153,6606,0,18720,0,1203,283,986,977,1,-74,199,816,1397,0,697,5
"2025-01-23",10,25664,27496,23113,1247,6606,0,18720,0,1202,403,984,972,1,-30,331,739,1397,0,686,5
"2025-01-23",11,25943,28307,23356,1381,6606,0,18720,0,1186,998,761,850,1,67,412,-578,1397,0,276,5
"2025-01-23",12,27067,29495,24605,1514,6606,0,18720,0,1127,1397,744,829,1,217,368,-701,1391,0,241,4
"2025-01-23",13,29703,31128,26883,1682,6606,0,18720,0,367,1879,333,382,1,361,268,-388,1317,0,14,-70
"2025-01-23",14,31736,32949,29040,1850,6606,0,18720,0,11,2623,324,361,1,400,170,-366,1313,0,14,-236
"2025-01-23",15,34805,35782,32096,2079,6606,0,18720,0,9,3029,959,731,1,387,28,274,1388,0,557,-368
"2025-01-23",16,35837,36944,32889,2307,6606,0,18720,0,11,3149,997,763,1,261,32,317,1397,0,597,-496
"2025-01-23",17,37321,38447,34155,2452,6606,30,18720,0,13,3098,995,977,1,114,0,956,1397,0,688,-513
"2025-01-23",18,38222,39349,34958,2596,6606,258,18720,0,13,3108,995,992,1,5,0,989,1397,0,698,-514
"2025-01-23",19,39273,40452,36120,2727,6606,449,18720,0,14,3253,995,992,1,-51,0,1018,1397,0,698,-514
"2025-01-23",20,39596,40754,36372,2858,6606,538,18720,0,15,3331,995,991,0,-30,0,1019,1397,0,698,-513
"2025-01-23",21,39682,40857,36311,2964,6606,572,18720,0,16,3244,995,992,1,-46,0,1010,1397,0,698,-513
"2025-01-23",22,39725,40875,36394,3069,6606,752,18720,0,15,3159,995,992,1,-22,0,1009,1397,0,698,-513
"2025-01-23",23,39897,41024,36577,3205,6606,833,18720,0,14,3370,995,992,1,2,0,1019,1397,0,698,-513
"2025-01-23",24,39699,40826,36459,3341,6606,987,18720,0,14,3541,985,992,1,59,0,1019,1397,0,698,-513
"2025-01-23",25,39601,40727,36116,3422,6606,1078,18720,0,12,3736,528,992,1,51,0,1019,1397,0,698,-514
"2025-01-23",26,39211,40339,35669,3503,6606,1244,18720,0,14,3602,501,992,1,42,0,1019,1397,0,698,-514
"2025-01-23",27,38887,40105,35372,3529,6606,1579,18720,0,14,3543,501,992,0,-67,0,1019,1397,0,698,-537
"2025-01-23",28,38763,40122,35269,3554,6606,2007,18720,0,12,3313,501,992,1,-219,-14,1019,1397,0,698,-514
"2025-01-23",29,38003,39557,34644,3602,6606,1850,18720,0,12,3121,502,992,0,-289,-139,759,1397,0,698,-514
"2025-01-23",30,37540,39316,34404,3650,6606,1896,18720,0,12,3126,502,992,1,-361,-290,750,1397,0,698,-513
"2025-01-23",31,37771,39787,34471,3554,6606,1333,18720,0,12,3041,531,992,1,-449,-441,990,1397,0,698,-514
"2025-01-23",32,38671,40773,35228,3457,6606,656,18720,0,10,3165,984,992,1,-450,-529,1000,1397,0,698,-513
"2025-01-23",33,39331,41437,35912,3376,6606,121,18720,0,13,3548,1000,992,0,-450,-530,999,1397,0,698,-513
"2025-01-23",34,40607,42715,37123,3294,6606,0,18720,0,13,3379,1000,992,1,-450,-531,999,1397,0,698,-514
"2025-01-23",35,41450,43548,37902,3261,6606,0,18720,0,4,3225,1000,992,0,-450,-531,999,1397,0,698,-513
"2025-01-23",36,41810,43908,38148,3228,6606,0,18720,0,4,2800,1000,992,1,-450,-530,999,1397,0,698,-514
"2025-01-23",37,41537,43641,37965,3098,6606,0,18720,0,9,2988,1000,992,1,-450,-531,999,1397,0,698,-514
"2025-01-23",38,40785,42889,37292,2967,6606,0,18720,0,10,3079,1000,992,0,-450,-531,999,1397,0,716,-513
"2025-01-23",39,40109,42196,36850,2899,6606,0,18720,0,14,3078,1000,992,1,-431,-529,999,1397,0,1375,-513
"2025-01-23",40,39018,41013,35906,2831,6606,0,18720,0,12,2894,1000,992,1,-433,-437,999,1397,0,1423,-513
"2025-01-23",41,37933,39731,34846,2748,6606,0,18720,0,12,2958,1000,991,1,-305,-387,999,1397,0,1422,-494
"2025-01-23",42,36737,38106,33752,2665,6606,0,18720,0,11,2861,1000,991,0,-154,-240,999,1397,0,1422,-364
"2025-01-23",43,34425,35342,31585,2724,6606,0,18720,0,11,2998,1000,991,1,-3,-88,999,1397,0,1422,-215
"2025-01-23",44,32445,33122,29845,2783,6606,0,18720,0,10,2944,1000,991,1,145,40,999,1397,0,1423,-67
"2025-01-23",45,30304,30915,27822,2900,6606,0,18720,0,11,3018,1000,991,0,261,3,999,1397,0,1422,0
"2025-01-23",46,28579,29373,26062,3016,6606,0,18720,0,194,3153,998,989,1,386,52,996,1397,0,1422,0
"2025-01-23",47,26572,27365,24041,3143,6606,0,18720,0,193,3494,861,901,1,332,17,530,1397,0,1382,0
"2025-01-23",48,25487,26672,22982,3270,6606,0,18720,0,577,3646,856,897,1,182,-8,509,1397,0,1374,0
"2025-01-24",1,25290,26581,22954,3645,6606,0,18720,0,691,3770,993,986,0,38,0,257,1397,0,1386,0
"2025-01-24",2,25511,26996,23206,4019,6606,0,18720,0,833,4301,1001,992,1,0,-52,254,1397,0,1376,0
"2025-01-24",3,25066,27138,23239,4291,6606,0,18720,0,1202,4736,1000,992,1,-68,-202,807,1397,0,904,0
"2025-01-24",4,24281,26627,22766,4562,6606,0,18720,0,1225,4638,985,984,1,-168,-353,833,1397,0,875,0
"2025-01-24",5,23795,26208,22351,4902,6606,0,18720,0,1146,4690,329,724,0,-171,-496,574,1397,0,1056,0
"2025-01-24",6,23368,25876,22002,5242,6606,0,18720,0,1207,4694,288,696,0,-171,-530,560,1397,0,1049,0
"2025-01-24",7,22622,24836,21340,5465,6606,0,18720,0,913,4862,312,318,1,-171,-530,72,1397,0,303,0
"2025-01-24",8,22107,24596,20937,5688,6606,0,18720,0,1187,4719,303,289,0,-171,-531,38,1397,0,244,0
"2025-01-24",9,21294,24313,20218,5723,6606,0,18720,0,935,4624,-113,183,0,-171,-531,-669,1397,0,13,0
"2025-01-24",10,21282,24295,20229,5758,6606,0,18720,0,852,4515,-152,173,0,-171,-531,-707,1397,0,48,0
"2025-01-24",11,21877,25308,20825,5655,6606,0,18720,0,1041,4570,-395,39,0,-170,-531,-694,1397,0,1152,0
"2025-01-24",12,22629,25860,21467,5552,6606,0,18720,0,875,4508,-379,42,0,-170,-530,-677,1397,0,1255,0
"2025-01-24",13,25313,27562,23948,5324,6606,0,18720,0,893,4435,544,448,0,-225,-531,94,1397,0,1412,0
"2025-01-24",14,27632,29498,26016,5096,6606,0,18720,0,487,4337,635,484,0,-250,-529,145,1397,0,1425,0
"2025-01-24",15,30813,32138,28961,4732,6606,0,18720,0,13,3994,791,771,0,-250,-462,699,1397,0,1424,0
"2025-01-24",16,32671,34061,30384,4367,6606,0,18720,0,15,3658,806,796,0,-250,-525,725,1397,0,1425,0
"2025-01-24",17,34288,35681,31783,4321,6606,13,18720,0,12,3423,987,980,0,-250,-531,989,1397,0,1424,0
"2025-01-24",18,34824,36214,32347,4275,6606,325,18720,0,9,3094,1000,992,0,-250,-531,999,1397,0,1425,0
"2025-01-24",19,35242,36634,32502,4161,6606,1141,18720,0,11,2864,1000,992,0,-250,-531,1018,1397,0,1425,0
"2025-01-24",20,35139,36500,32385,4047,6606,1881,18720,0,10,2768,1000,992,0,-220,-531,1019,1397,0,1424,0
"2025-01-24",21,34841,35982,32040,4004,6606,2527,18720,0,10,2752,999,992,0,0,-531,1019,1397,0,1425,0
"2025-01-24",22,34715,35812,31764,3961,6606,3389,18720,0,10,2709,999,992,0,-4,-482,1019,1397,0,1425,-1
"2025-01-24",23,34307,35318,31376,3881,6606,3765,18720,0,10,2589,999,991,1,-29,-334,1019,1397,0,1424,-38
"2025-01-24",24,33968,34787,30961,3801,6606,4403,18720,0,11,2447,999,991,0,-26,-182,1019,1397,0,1425,0
"2025-01-24",25,33992,34724,30961,3780,6606,4147,18720,0,9,2280,996,992,0,-64,-59,1019,1397,0,1424,0
"2025-01-24",26,33837,34496,30681,3759,6606,4195,18720,0,12,2278,1000,992,0,-47,37,1019,1397,0,1421,0
"2025-01-24",27,33190,34051,30044,3854,6606,4856,18720,0,12,2136,1000,992,0,-194,-55,1019,1397,0,1421,0
"2025-01-24",28,32983,33904,29949,3948,6606,4254,18720,0,12,2068,1000,992,0,-244,-65,1019,1397,0,1421,0
"2025-01-24",29,33068,34127,30103,4034,6606,3619,18720,0,14,2097,1000,992,1,-292,-153,1000,1397,0,1421,0
"2025-01-24",30,33272,34243,30432,4120,6606,2746,18720,0,15,1933,1010,992,0,-319,-37,999,1397,0,1421,0
"2025-01-24",31,33977,34970,31132,4124,6606,1537,18720,0,15,1787,1468,992,0,-378,0,977,1397,0,1421,0
"2025-01-24",32,34965,35890,32154,4127,6606,584,18720,0,14,1898,1494,992,0,-289,-22,976,1397,0,1421,0
"2025-01-24",33,36030,36838,33165,4145,6606,96,18720,0,13,1893,1494,992,0,-191,8,998,1397,0,1421,-4
"2025-01-24",34,36970,37819,33997,4162,6606,0,18720,0,13,2134,1495,992,0,-236,0,999,1397,0,1421,0
"2025-01-24",35,38300,39198,35115,4179,6606,0,18720,0,7,2239,1499,992,0,-291,0,931,1397,0,1421,0
"2025-01-24",36,38552,39528,35396,4196,6606,0,18720,0,11,2406,1500,992,0,-365,0,928,1398,0,1421,0
"2025-01-24",37,38032,39000,34920,4200,6606,0,18720,0,11,2344,1500,992,0,-357,0,699,1397,0,1421,0
"2025-01-24",38,37508,38456,34418,4204,6606,0,18720,0,12,2606,1500,992,0,-336,0,691,1397,0,1421,0
"2025-01-24",39,36682,37620,33997,4202,6606,0,18720,0,7,3097,1499,992,0,-331,0,988,1397,0,1421,0
"2025-01-24",40,35783,36754,33150,4200,6606,0,18720,0,12,3352,1500,992,0,-359,0,999,1397,0,1421,0
"2025-01-24",41,34826,35761,32314,4330,6606,0,18720,0,9,3719,1499,992,0,-326,0,999,1397,0,1421,0
"2025-01-24",42,33371,34224,30914,4460,6606,0,18720,0,9,4122,1499,992,0,-244,0,999,1397,0,1421,0
"2025-01-24",43,31575,32479,29467,4330,6606,0,18720,0,9,4468,1499,992,0,-231,-64,993,1397,0,1421,0
"2025-01-24",44,30338,31322,28300,4200,6606,0,18720,0,9,4653,1499,992,0,-231,-144,992,1397,0,1420,0
"2025-01-24",45,28720,30020,26841,4143,6606,0,18720,0,247,4549,1499,992,0,-162,-291,987,1397,0,1420,0
"2025-01-24",46,27161,28863,25402,4085,6606,0,18720,0,590,4617,1499,992,0,-74,-417,987,1397,0,1420,-21
"2025-01-24",47,25937,27690,24273,3996,6606,0,18720,0,647,4622,1500,992,0,-74,-432,879,1397,0,1420,0
"2025-01-24",48,25338,27470,23708,3907,6606,0,18720,0,1027,4630,1499,992,0,-73,-432,875,1397,0,1420,0
"2025-01-25",1,25221,27539,23658,3796,6606,0,18720,0,1212,4620,1500,992,0,-74,-432,936,1397,0,1424,0
"2025-01-25",2,25205,27514,23771,3685,6606,0,18720,0,1203,4595,1498,991,0,-74,-432,938,1397,0,1424,0
"2025-01-25",3,24565,26873,23282,3627,6606,0,18720,0,1202,4387,1421,980,0,-74,-432,750,1397,0,1422,0
"2025-01-25",4,24113,26411,22804,3569,6606,0,18720,0,1192,4420,1416,980,0,-74,-432,743,1397,0,1421,0
"2025-01-25",5,23782,26005,22455,3585,6606,0,18720,0,1117,4447,1382,991,0,-74,-432,784,1397,0,1382,0
"2025-01-25",6,23327,25592,21973,3600,6606,0,18720,0,1161,4505,1382,992,0,-73,-431,785,1397,0,1355,0
"2025-01-25",7,22719,24491,21337,3569,6606,0,18720,0,666,4436,1494,992,1,-74,-432,928,1397,0,498,0
"2025-01-25",8,22393,24257,20991,3537,6606,0,18720,0,758,4491,1500,992,0,-74,-432,927,1397,0,446,0
"2025-01-25",9,21978,23921,20606,3567,6606,0,18720,0,837,4459,1502,992,0,-74,-432,395,1397,0,789,0
"2025-01-25",10,21817,23822,20470,3597,6606,0,18720,0,899,4357,1501,990,1,-74,-432,371,1397,0,820,0
"2025-01-25",11,22407,24408,20969,3540,6606,0,18720,0,896,4378,1382,922,0,-73,-432,600,1397,0,1088,0
"2025-01-25",12,22724,24714,21294,3483,6606,0,18720,0,884,4392,1378,918,0,-74,-432,608,1397,0,1104,0
"2025-01-25",13,23490,25309,21981,3440,6606,18,18720,0,713,4222,1459,914,0,-74,-432,715,1397,0,996,0
"2025-01-25",14,24481,26476,22867,3396,6606,0,18720,0,830,4229,1458,912,0,-73,-492,718,1397,0,995,0
"2025-01-25",15,25974,27434,24341,3338,6606,0,18720,0,186,4094,1056,832,0,-143,-531,739,1397,0,1302,0
"2025-01-25",16,27428,28947,25703,3280,6606,28,18720,0,141,4232,1041,829,0,-247,-531,739,1397,0,1326,0
"2025-01-25",17,29423,30814,27492,3224,6606,144,18720,0,10,4247,1357,899,0,-250,-531,755,1397,0,1413,0
"2025-01-25",18,30371,31834,28317,3167,6606,1063,18720,0,13,4370,1378,906,0,-319,-531,756,1397,0,1422,0
"2025-01-25",19,30831,32417,28584,3003,6606,2575,18720,0,14,4274,1493,986,0,-441,-531,998,1397,0,1422,0
"2025-01-25",20,30450,32047,28141,2839,6606,4004,18720,0,14,4190,1500,990,0,-452,-531,1007,1397,0,1422,0
"2025-01-25",21,30002,31599,27550,2753,6606,5078,18720,0,14,4177,1500,934,0,-452,-531,884,1397,0,1422,0
"2025-01-25",22,29336,30933,26729,2667,6606,6005,18720,0,14,4281,1491,928,0,-452,-531,878,1397,0,1422,0
"2025-01-25",23,28875,30471,26130,2600,6606,6487,18720,0,13,4399,1146,873,0,-452,-531,556,1397,0,1422,0
"2025-01-25",24,28662,30256,25922,2532,6606,6654,18720,0,11,4382,1133,872,0,-452,-531,543,1397,0,1422,0
"2025-01-25",25,28419,30016,25708,2445,6606,6814,18720,0,14,4334,1480,984,0,-452,-531,281,1397,0,1422,0
"2025-01-25",26,28434,30027,25747,2358,6606,6538,18720,0,10,4267,1502,990,0,-452,-531,272,1397,0,1422,0
"2025-01-25",27,28577,30169,25991,2249,6606,5702,18720,0,9,4136,1473,928,0,-452,-531,361,1397,0,1422,0
"2025-01-25",28,28875,30468,26279,2140,6606,5031,18720,0,10,4077,1472,925,0,-452,-531,367,1398,0,1420,0
"2025-01-25",29,29360,30950,26826,1924,6606,3938,18720,0,7,3828,1500,987,0,-452,-531,822,1397,0,1352,0
"2025-01-25",30,30459,32034,27931,1708,6606,2806,18720,0,10,3638,1501,992,0,-434,-531,841,1397,0,1339,0
"2025-01-25",31,31681,33222,29124,1653,6606,1798,18720,0,8,3522,1502,992,0,-402,-531,864,1398,0,1129,0
"2025-01-25",32,32763,34287,30123,1598,6606,829,18720,0,8,3577,1501,992,0,-387,-527,862,1397,0,1112,-2
"2025-01-25",33,34440,35887,31658,1664,6606,158,18720,0,4,3821,1502,992,0,-390,-453,437,1397,0,1025,0
"2025-01-25",34,35653,37198,32700,1729,6606,0,18720,0,3,4014,1502,992,0,-418,-524,419,1397,0,1018,0
"2025-01-25",35,37462,39048,34243,1900,6606,0,18720,0,3,4223,1502,992,1,-452,-531,456,1397,0,1018,0
"2025-01-25",36,37891,39477,34598,2071,6606,0,18720,0,3,4273,1502,992,0,-452,-531,458,1397,0,1018,0
"2025-01-25",37,37744,39351,34460,2159,6606,0,18720,0,3,4458,1502,992,0,-452,-531,552,1397,0,991,-21
"2025-01-25",38,37221,38795,34093,2247,6606,0,18720,0,9,4446,1502,992,0,-434,-531,557,1398,0,988,0
"2025-01-25",39,36391,37924,33547,2421,6606,0,18720,0,9,4336,1501,992,0,-393,-531,895,1397,0,948,0
"2025-01-25",40,35695,37205,32822,2595,6606,0,18720,0,8,4487,1501,992,0,-371,-531,908,1398,0,946,0
"2025-01-25",41,34628,36194,31745,2800,6606,0,18720,0,9,4681,1501,992,0,-426,-531,630,1397,0,984,0
"2025-01-25",42,33080,34673,30389,3004,6606,0,18720,0,10,4525,1502,992,1,-452,-531,619,1398,0,989,0
"2025-01-25",43,31646,33240,29058,3048,6606,0,18720,0,11,4523,1501,992,0,-452,-531,671,1397,0,989,0
"2025-01-25",44,30395,31978,28003,3092,6606,0,18720,0,10,4315,1501,992,1,-442,-531,673,1397,0,989,0
"2025-01-25",45,28802,30304,26572,3115,6606,0,18720,0,10,4225,1501,992,0,-361,-531,733,1397,0,989,0
"2025-01-25",46,27600,29187,25361,3137,6606,0,18720,0,13,4305,1501,992,0,-443,-531,736,1398,0,990,0
"2025-01-25",47,26304,27835,24140,3126,6606,0,18720,0,15,4298,1500,992,0,-452,-464,990,1397,0,990,0
"2025-01-25",48,25379,26828,23353,3114,6606,0,18720,0,29,4240,1500,992,0,-423,-397,999,1398,0,990,0
"2025-01-26",1,25643,26892,23617,3152,6606,0,18720,0,51,4245,1500,992,0,-346,-252,999,1397,0,990,0
"2025-01-26",2,25867,26918,23930,3189,6606,0,18720,0,16,4230,1500,992,0,-302,-133,999,1397,0,990,0
"2025-01-26",3,25265,26418,23403,2993,6606,0,18720,0,16,4381,1500,992,0,-302,-235,999,1397,0,990,0
"2025-01-26",4,24567,25728,22798,2797,6606,0,18720,0,14,4389,1500,992,0,-302,-245,999,1397,0,986,0
"2025-01-26",5,24303,25528,22510,2736,6606,0,18720,0,15,4493,1500,992,0,-302,-297,999,1397,0,855,-11
"2025-01-26",6,23949,25164,22176,2674,6606,0,18720,0,14,4447,1500,992,1,-302,-299,999,1397,0,845,0
"2025-01-26",7,23587,25072,21818,2661,6606,0,18720,0,292,4276,1500,992,1,-302,-291,999,1398,0,836,0
"2025-01-26",8,23094,24871,21286,2647,6606,0,18720,0,720,4340,1500,992,0,-301,-156,999,1397,0,833,0
"2025-01-26",9,22662,24421,20879,2608,6606,0,18720,0,622,4324,1501,992,0,-301,-236,847,1397,0,794,0
"2025-01-26",10,22557,24599,20741,2569,6606,0,18720,0,839,4221,1500,992,0,-303,-300,832,1397,0,781,0
"2025-01-26",11,22301,24313,20397,2712,6606,0,18720,0,924,4351,1502,992,0,-332,-156,197,1397,0,451,0
"2025-01-26",12,22458,24339,20593,2855,6606,0,18720,0,929,4069,1502,992,0,-332,-20,170,1397,0,433,0
"2025-01-26",13,23609,25480,21690,3018,6606,0,18720,0,925,3852,1500,992,0,-346,0,702,1397,0,679,0
"2025-01-26",14,24201,26026,22218,3180,6606,0,18720,0,920,3765,1500,992,0,-305,0,726,1397,0,681,0
"2025-01-26",15,24695,26357,22606,3230,6606,0,18720,0,856,3736,1500,992,1,-206,0,847,1397,0,100,0
"2025-01-26",16,25569,27207,23382,3279,6606,20,18720,0,858,3645,1499,992,1,-180,0,852,1397,0,54,0
"2025-01-26",17,26759,28208,24518,3326,6606,91,18720,0,501,3509,1499,992,0,-178,0,994,1397,0,-170,0
"2025-01-26",18,28414,29444,25931,3372,6606,297,18720,0,192,3742,1499,992,1,-75,0,999,1397,0,-163,0
"2025-01-26",19,29818,30437,27212,3574,6606,514,18720,0,19,3936,1499,992,0,0,0,1018,1397,0,628,0
"2025-01-26",20,30807,31422,28069,3776,6606,802,18720,0,15,4071,1498,992,1,0,0,1019,1397,0,690,0
"2025-01-26",21,31715,32334,28895,3823,6606,979,18720,0,13,4102,1499,992,1,-6,0,1020,1397,0,965,0
"2025-01-26",22,32469,33138,29658,3869,6606,979,18720,0,10,4036,1499,992,0,-59,0,1019,1397,0,984,0
"2025-01-26",23,33316,33955,30502,3944,6606,984,18720,0,9,4007,1499,992,0,-30,0,1019,1397,0,984,0
"2025-01-26",24,34016,34750,31214,4019,6606,790,18720,0,9,3742,1499,992,0,-125,0,1019,1397,0,984,0
"2025-01-26",25,34668,35360,31847,4119,6606,646,18720,0,7,3621,1499,992,0,-85,0,1019,1397,0,984,0
"2025-01-26",26,34687,35352,32009,4219,6606,612,18720,0,6,3515,1499,992,0,-59,0,1019,1397,0,984,0
"2025-01-26",27,34610,35310,31974,4366,6606,660,18720,0,11,3641,1499,992,0,-89,0,1019,1397,0,984,0
"2025-01-26",28,34759,35471,32058,4513,6606,674,18720,0,15,3813,1499,992,0,-97,0,1019,1397,0,984,0
"2025-01-26",29,35249,35909,32368,4660,6606,472,18720,0,7,4010,1499,992,1,-53,0,1000,1397,0,987,0
"2025-01-26",30,35291,35989,32478,4807,6606,396,18720,0,11,4025,1499,992,0,-87,0,999,1397,0,987,0
"2025-01-26",31,35596,36357,32803,4842,6606,342,18720,0,11,3747,1499,992,0,-150,0,999,1397,0,987,0
"2025-01-26",32,35831,36577,32999,4877,6606,180,18720,0,9,3967,1499,992,1,-137,0,999,1397,0,987,0
"2025-01-26",33,36459,37257,33459,4952,6606,90,18720,0,9,4194,1499,992,1,-189,0,999,1397,0,982,0
"2025-01-26",34,37746,38478,34492,5027,6606,0,18720,0,6,4538,1499,992,0,-126,0,999,1397,0,980,0
"2025-01-26",35,38566,39427,35249,4946,6606,38,18720,0,6,4505,1499,992,0,-255,0,999,1397,0,984,0
"2025-01-26",36,38534,39535,35346,4864,6606,0,18720,0,6,4419,1499,992,1,-386,-9,999,1397,0,993,0
"2025-01-26",37,38097,39272,34884,4739,6606,0,18720,0,7,4550,1499,992,0,-450,-118,999,1397,0,1306,0
"2025-01-26",38,37490,38699,34375,4613,6606,0,18720,0,7,4474,1499,992,0,-450,-152,999,1397,0,1330,0
"2025-01-26",39,36325,37397,33322,4450,6606,0,18720,0,14,4464,1499,992,0,-437,-21,999,1397,0,1414,0
"2025-01-26",40,34999,36049,32144,4287,6606,0,18720,0,16,4385,1499,992,0,-434,0,999,1397,0,1423,0
"2025-01-26",41,33781,34748,30925,4074,6606,0,18720,0,12,4458,1499,992,1,-355,0,999,1397,0,1424,0
"2025-01-26",42,32255,33213,29429,3861,6606,0,18720,0,10,4406,1499,992,0,-348,0,999,1397,0,1424,0
"2025-01-26",43,30849,31960,28124,3727,6606,0,18720,0,31,4316,1499,992,1,-448,-32,999,1397,0,1424,0
"2025-01-26",44,29520,31144,26909,3593,6606,0,18720,0,625,4357,1499,992,0,-399,0,999,1397,0,1422,0
"2025-01-26",45,28365,30178,25847,3476,6606,0,18720,0,910,4338,1499,992,0,-303,0,998,1397,0,1334,0
"2025-01-26",46,27125,29028,24714,3359,6606,0,18720,0,924,4162,1499,992,0,-301,-78,998,1397,0,1325,0
"2025-01-26",47,26046,27890,23702,3207,6606,0,18720,0,814,4101,1499,992,0,-233,-197,932,1397,0,1182,0
"2025-01-26",48,25362,27314,23143,3054,6606,0,18720,0,916,4117,1489,989,0,-127,-309,929,1397,0,1156,0
"2025-01-27",1,25060,26896,22858,3060,6606,0,18720,0,919,4357,1126,858,0,-123,-194,997,1397,0,550,0
"2025-01-27",2,25321,27010,23158,3065,6606,0,18720,0,920,4299,1101,853,0,-123,-46,999,1397,0,502,0
"2025-01-27",3,25179,26845,23043,3009,6606,0,18720,0,911,4052,1100,983,0,-123,-32,999,1397,0,342,0
"2025-01-27",4,24533,26216,22473,2953,6606,0,18720,0,906,3911,1110,992,0,-123,-54,999,1397,0,310,0
"2025-01-27",5,23759,25822,21752,2914,6606,0,18720,0,897,3830,1476,992,0,-123,0,999,1397,0,-443,0
"2025-01-27",6,23447,25566,21400,2875,6606,0,18720,0,913,3569,1493,990,0,-123,0,999,1397,0,-483,0
"2025-01-27",7,22916,24650,20792,2922,6606,0,18720,0,895,2996,1172,946,0,-123,0,999,1398,0,-116,0
"2025-01-27",8,22166,23854,20062,2969,6606,0,18720,0,888,2262,1150,940,0,-123,0,999,1397,0,-77,0
"2025-01-27",9,22060,23600,19948,2916,6606,0,18720,0,793,1707,1059,852,0,-123,-24,999,1397,0,489,0
"2025-01-27",10,21912,23602,19787,2863,6606,0,18720,0,844,1350,1053,847,0,-123,-123,999,1398,0,549,0
"2025-01-27",11,22880,24477,20570,2897,6606,0,18720,0,895,912,1006,892,1,-78,-24,999,1398,0,1277,0
"2025-01-27",12,23692,25071,21327,2931,6606,0,18720,0,779,978,1014,897,0,37,25,999,1398,0,1330,0
"2025-01-27",13,26350,27169,23787,3065,6606,0,18720,0,152,1027,1473,986,0,-67,0,999,1398,0,1413,0
"2025-01-27",14,28924,29804,26206,3199,6606,0,18720,0,13,884,1501,992,0,-219,-48,416,1397,0,1421,0
"2025-01-27",15,32419,33398,29328,3315,6606,0,18720,0,14,662,1502,992,0,-296,-69,0,1397,0,1422,0
"2025-01-27",16,34151,35076,30729,3430,6606,0,18720,0,13,725,1502,992,0,-159,-153,294,1397,0,1419,0
"2025-01-27",17,36210,36880,32490,3498,6606,121,18720,0,13,763,1500,992,0,-23,-34,999,1397,0,1422,24
"2025-01-27",18,36743,37391,32996,3565,6606,644,18720,0,12,807,1500,992,0,-36,0,999,1397,0,1420,178
"2025-01-27",19,36942,37784,33192,3666,6606,1359,18720,0,11,640,1500,992,185,-182,-49,1019,1397,0,1419,437
"2025-01-27",20,36884,37890,33099,3767,6606,2345,18720,0,10,665,1501,992,208,-333,-63,1019,1397,0,1419,504
"2025-01-27",21,36013,37202,32258,3811,6606,3033,18720,0,8,441,1501,992,495,-445,-136,1019,1397,0,1419,504
"2025-01-27",22,35012,36301,31303,3854,6606,3935,18720,0,8,522,1501,992,504,-433,-248,1019,1397,0,1419,504
"2025-01-27",23,34437,35825,30757,3875,6606,4525,18720,0,8,530,1501,992,742,-382,-398,1019,1397,0,1419,504
